url,title,channel,channel_url,video_id,duration,duration_minutes,width,height,fps,upload_date,view_count,language,tags,source_type,expected_accent,expected_speaker_count,query,search_rank,notes
https://www.youtube.com/watch?v=rDUAAU4WxrQ,VOLVIÓ ROBER Y DESCUBRIMOS LA CONSPIRACIÓN DEL MUNDIAL | #ParenLaMano Completo - 01/07 | VORTERIX,Vorterix,https://www.youtube.com/channel/UCvCTWHCbBC0b9UIeLeNs8ug,rDUAAU4WxrQ,6771,112.85,640,360,30,20260702,213110,es,Vorterix|radio|en vivo|entrevistas|actualidad|paren la mano|joaco cavanna|desde el respeto|german beder|vorterix en vivo|paren la mano en vivo|streaming|soñe que volaba|seria increible|lucas rodriguez|luquitas rodriguez|Paren La Mano|Luquitas rodriguez|Rober Galati|Alfre Montes de Oca,interview,argentino/rioplatense_probable,1-2,Paren La Mano entrevista completa argentina,2,ytsearch_metadata_no_download
https://www.youtube.com/watch?v=D9EsQ9_Xv3U,PREVIA DEL PARTIDO DE ARGENTINA Y VINO ERNESTOU | #ParenLaMano Completo - 02/07 | VORTERIX,Vorterix,https://www.youtube.com/channel/UCvCTWHCbBC0b9UIeLeNs8ug,D9EsQ9_Xv3U,6693,111.55,640,360,30,20260703,143361,es,Vorterix|radio|en vivo|entrevistas|actualidad|paren la mano|joaco cavanna|desde el respeto|german beder|vorterix en vivo|paren la mano en vivo|streaming|soñe que volaba|seria increible|lucas rodriguez|luquitas rodriguez|Paren La Mano|Luquitas rodriguez|Rober Galati|Alfre Montes de Oca,interview,argentino/rioplatense_probable,1-2,Paren La Mano entrevista completa argentina,1,ytsearch_metadata_no_download
https://www.youtube.com/watch?v=jgp8WZvtkWU,Martin Menem con Iván Schargrodsky en #OnTheRecord,Cenital,https://www.youtube.com/channel/UCxHSIJgKZ8xVXwLGaGZEmKg,jgp8WZvtkWU,5511,91.85,640,360,30,20260503,46876,es,,interview,argentino/rioplatense_probable,1-2,Cenital entrevista completa argentina,2,ytsearch_metadata_no_download
https://www.youtube.com/watch?v=dSzqoR07F28,"Chino Darín: ""Si hubiera nacido 15 años después, ahora sería streamer"" | Caja Negra",Filo News,https://www.youtube.com/channel/UC9vs8KujZ2kJ2hbg01fNRVw,dSzqoR07F28,5246,87.433,640,360,25,20230510,211918,es,Darín|Chino Darín|Caja Negra|Julio Leiva|Filo News,interview,argentino/rioplatense_probable,1-2,Caja Negra entrevista completa actor argentino,1,ytsearch_metadata_no_download
https://www.youtube.com/watch?v=Z-t-GNlxpYc,"Entrevista completa de Javier Milei con Luis Majul: ""Hemos pasado el momento bisagra""",LA NACION,https://www.youtube.com/channel/UCba3hpU7EFBSk817y9qZkiA,Z-t-GNlxpYc,4830,80.5,640,360,30,20251222,271890,es,LN+|en vivo LN+|noticias de hoy|noticias Argentina|Milei audios|Karina Milei|Lule Menem|Martín Menem|audios prohibidos Milei|dólar hoy|cotización dólar|dólar blue|dólar oficial|economía argentina|inflación argentina|acto Moreno|cierre de campaña|política argentina|noticias políticas|actualidad Argentina,interview,argentino/rioplatense_probable,1-2,La Nacion Mas entrevista completa argentina,4,ytsearch_metadata_no_download
https://www.youtube.com/watch?v=XygzWpjcGdU,La entrevista completa de Luis Majul con Javier Milei (05/10/2025),LA NACION,https://www.youtube.com/channel/UCba3hpU7EFBSk817y9qZkiA,XygzWpjcGdU,4482,74.7,640,360,30,20251006,171541,es,LN+|en vivo LN+|noticias de hoy|noticias Argentina|Milei audios|Karina Milei|Lule Menem|Martín Menem|audios prohibidos Milei|dólar hoy|cotización dólar|dólar blue|dólar oficial|economía argentina|inflación argentina|acto Moreno|cierre de campaña|política argentina|noticias políticas|actualidad Argentina,interview,argentino/rioplatense_probable,1-2,La Nacion Mas entrevista completa argentina,6,ytsearch_metadata_no_download
https://www.youtube.com/watch?v=RXivg31DQ28,"Natalia Oreiro: ""Gilda fue el único proyecto donde yo sentí una pérdida cuando terminó"" | Caja Negra",Filo News,https://www.youtube.com/channel/UC9vs8KujZ2kJ2hbg01fNRVw,RXivg31DQ28,4277,71.283,640,360,25,20230705,410534,es,natalia oreiro|natalia|oreiro|gilda|evita|xuxa|paquita,interview,argentino/rioplatense_probable,1-2,Caja Negra entrevista completa actor argentino,4,ytsearch_metadata_no_download
https://www.youtube.com/watch?v=JixCyhEGE0A,Javier Milei en TN I Entrevista completa del 30/06/2024,Todo Noticias,https://www.youtube.com/channel/UCj6PcyLvpnIRT_2W_mwa9Aw,JixCyhEGE0A,3316,55.267,640,360,25,20240701,469867,es,noticia ultimo momento|breaking news|TN|todo noticias|ultimo momento|urgente|ultima noticia|noticias|programas de tn|tn en vivo|noticias en vivo|ver tn en vivo|tn noticias|news|breaking|tn en vivo todo noticias|live news|tn noticias en vivo|tn todo noticias|en vivo,interview,argentino/rioplatense_probable,1-2,TN entrevista completa argentina mano a mano,2,ytsearch_metadata_no_download
https://www.youtube.com/watch?v=fGw0Lq2kVcs,"¡VIVA LA DIFERENCIA, VIVA LAS TRAVAS, VIVA PERÓN! | FLOR DE LA V con JULIA MENGOLINI",Futurock FM,https://www.youtube.com/channel/UCgn6r0aGRBnEQm02tE_jzbw,fGw0Lq2kVcs,3020,50.333,640,360,30,20260202,62692,es,Futurock|Futurock radio|Futurock FM|periodismo|comunidad|medio independiente|comunidad Futurock|streaming|radio|podcast|análisis político|Julia Mengolini|noticias|humor|actualidad|política|agenda alternativa|Javier Milei|feminismo argentina|argentina,interview,argentino/rioplatense_probable,1-2,Futurock entrevista completa argentina,2,ytsearch_metadata_no_download
https://www.youtube.com/watch?v=IGYG0Kn0wxo,ENTREVISTA: DIEGO TORRES,Congo,https://www.youtube.com/channel/UCL-MUCXcvWIrJBdGef9Nn1Q,IGYG0Kn0wxo,2268,37.8,640,360,25,20200903,1734,es,diego torres|torres|musica|argentina|golden rocket|maradona|90s|tratar de estar mejor|color esperanza,interview,argentino/rioplatense_probable,1-2,Congo FM entrevista completa argentina,5,ytsearch_metadata_no_download
