url,title,channel,decision,total_score,visual_quality_score,audio_quality_score,context_score,reject_reasons
https://www.youtube.com/watch?v=fZQvnfZ9Ebc,Fundación OSDE | van Dijck | Redes Sociales: Una mirada crítica,Fundación OSDE,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=YLlKLzU4WvE,Moreno Veloso en Fundación OSDE (Parte 4),Fundación OSDE,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:musica|asr_not_run
https://www.youtube.com/watch?v=15ajA6JsJr8,Moreno Veloso en Fundación OSDE (Parte 5),Fundación OSDE,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:musica|asr_not_run
https://www.youtube.com/watch?v=8npm4Yjlbjw,Destellos en la oscuridad. Episodio 1. Rita Segato. Participación especial: Valeria Bertuccelli,elDiarioAR,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=Qcd-nxdUwFk,Entrevista a Abel Gilbert y Pablo Alabarces,elDiarioAR,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=VEaISWPJ_NY,Destellos en la oscuridad. Episodio 2. Dolores Fonzi y Dora Barrancos,elDiarioAR,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=ydkswOvWvbk,Martín Kohan por Agustina Larrea: una conversación en elDiarioAR.,elDiarioAR,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=47fBr6NQE_4,La cocina de elDiarioAR: Emilia Delfino cuenta la importancia de hacer periodismo con libertad,elDiarioAR,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=9DKd2jYoSpQ,"Axel Kicillof con Ernesto Tenembaum: “Milei quiere ser Perú""",Cenital,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=KLyhqyQee3s,"A 50 años del golpe militar: la manifestación, el video del Gobierno y la cifra de 30 mil | 540°",Cenital,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=_Vq6senuL_U,Máximo Kirchner con Iván Schargrodsky en #OnTheRecord,Cenital,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=AIOfkbJOi3E,"""Tengo severos problemas con Máximo"" - Aníbal Fernández en 540º",Cenital,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=MCwg9BB_jgE,"""La MEMORIA se CONTAGIA"" | Juan Grabois en Cenital con María O'Donnell y  Ernesto Tenembaum",Juan Grabois,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=NK86Ptb_p3I,ENTREVISTA COMPLETA DE GUSTAVO SYLVESTRE CON EL PAPA FRANCISCO EN C5N,C5N,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=bTA0VhRlxd4,"JUAN GRABOIS, MANO a MANO con GUSTAVO SYLVESTRE - ENTREVISTA COMPLETA",C5N,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=H4RuKM0_tqU,"OSVALDO PAPALEO mano a mano con GUSTAVO SYLVESTRE: ""Este 24 DE MARZO tiene que SER ESPECIAL""",C5N,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=YQAq1qrCia0,"WADO DE PEDRO, MANO a MANO con JULIAN GUARINO - ENTREVISTA COMPLETA",C5N,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=1l9W-C5ks6s,"MARIANO RECALDE, mano a mano con GUSTAVO SYLVESTRE en MINUTO UNO",C5N,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=f0o2bGgA3uo,"JOSÉ MANUEL UBEIRA, MANO a MANO con GUSTAVO SYLVESTRE",C5N,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=g5iTWB84WEQ,"HABLÓ EL PAPÁ DE AGOSTINA POR PRIMERA VEZ: ""Estuve mano a mano con este tipo y lo grabé""",Todo Noticias,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=cb12KmMMDJA,TN EN VIVO - SEGUÍ LA TRANSMISIÓN EN VIVO DE TODO NOTICIAS 2026-07-05 18:27,Todo Noticias,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=TAcap4EyVco,"""CRISTINA NO SABE NADA DE ECONOMÍA"" | Mano a mano con Alfredo Cornejo en SOLO UNA VUELTA MÁS",Todo Noticias,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=iV09rynn3kw,"""No creo que Adorni sea tan estúpido"": Alfredo Casero, mano a mano con Laura Di Marco",LA NACION,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=FXUHCI0okGg,“Ahorramos en negro”: Adorni confirmó que presentó su DD.JJ. ENTREVISTA COMPLETA con José del Río,LA NACION,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=0nc7995N66I,"Entrevista exclusiva con Javier Milei: ""Los Kukas son ignorantes, maleducados y violentos""",LA NACION,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=_G0Es0cZTbs,Jaime Bayly en +Entrevistas con Luis Novaresio,LA NACION,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=sX-2K0eUBek,Exclusivo: habla Javier Milei tras la salida de Adorni y el nombramiento de Santilli,LA NACION,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=UlrFattLu24,MAGIA NEGRA - Coral | LA CRUDA #6 con MIGUE GRANADOS,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=uSoVaBlizh0,CHIMENTERO - Marcelo Polino | LA CRUDA #17 con MIGUE GRANADOS,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=M0x32V7ihgs,EL CEREBRO - Estanislao Bachrach | LA CRUDA #4 con MIGUE GRANADOS,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=GSpLDZbT6V0,EL ETERNAUTA en OLGA: ENTREVISTA COMPLETA a RICARDO DARÍN | Soñé que Volaba | 30/04,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=kb0FUxnjyJA,EL LADO MÁS PROFUNDO de GASPI con MIGUE GRANADOS | #SoñéQueVolaba 20/10,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=lDHjuv0wICQ,GRANADOS - BARASSI: LA BATALLA DEFINITIVA | Soñé que Volaba | COMPLETO 11/9,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=VySfyGYTI0A,"DIEGO PERETTI CON MIGUE GRANADOS: SIMULADORES, CINE y SALUD MENTAL | #SoñéQueVolaba 24/10",OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=bfGSSYqRwnk,Colgamos a MICHAEL JORDAN con JULIANA GATTAS | Soñé Que Volaba | COMPLETO 9/8,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=RyHwoA2nBY4,RECUERDOS DE LA ADOLESCENCIA | Soñé que Volaba | COMPLETO 1/9,OLGA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=UKwaCbRdz5c,"Jorge Lanata: ""No sé si me da miedo el tema de la muerte"" | Caja Negra",Filo News,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=PGROiMsR894,La Caja Negra - Ezequiel Fernández Moores - Periodista,TV Ciudad,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=ESJQZP0xAg0,La Caja Negra  - Wilfredo Ruíz  - Exbasquetbolista,TV Ciudad,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=NutNXMxKFNQ,#EntrevistasIAE - Julián Weich,IAE Business School,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=xFAcDfNzBdU,"La economía Argentina, entrevista a Eduardo Fracchia LN+",IAE Business School,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=0-YooVu00C0,One-Year MBA: un intenso entrenamiento internacional,IAE Business School,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=CDtb50Ue3ZA,¿Estas dispuesto a hacer un cambio en tu vida? Conoce el  MBA Full time del IAE,IAE Business School,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=Vu9VGPPO8Mk,"Entrevista a Raúl Medina Fernández, Profesor en IAE Business School",GhidiniRodil,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=6yzEeNlnxas,Marcos Peña en el IAE,IAE Business School,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=ve30OfG1pxY,Emprender... en Udesa 3/3,Maru Buteler Bonpland,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=tytzrfZk_6M,NORBERTO LOIZEAU en UdeSA | Diálogos con Hacedores - Entrevista Completa,Escuela de Negocios | UdeSA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=4MQwS9Ivwoc,Clase magistral del Presidente Milei ante alumnos de la Universidad de San Andrés,Oficina del Presidente,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=PxLTyZ_hzEQ,SANTIAGO BILINKIS en UdeSA | Diálogos con Hacedores - Entrevista Completa,Escuela de Negocios | UdeSA,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=OGrRGTul1wg,"“Leer hace mal”, Marcos Baratelli | TEDxUdeSA",Universidad de San Andrés,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=ByzoSQzOfgU,"La Psicología de AMAR, REIR y LLORAR con Pilar Sordo | EP 66",Somos Rentable,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=uhZzB5hid6M,"Cambia tu mente, cambia tu vida | Margarita Pasos | TEDxManagua",TEDx Talks,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=t1SZM0-Hreg,"Cómo convertir tus heridas en propósito | Yokoi Kenji, trabajador social y conferenciante",AprendemosJuntos,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=Y5OXDmz9eDg,Fundación Konex entregó los diplomas al mérito de las letras argentinas,Télam,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=beO_EjAg9lg,Iván De Pineda - Premio Konex de Platino 2021: Conductor/a,Fundación Konex,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=27fbNwvnYBU,Entrevista a Cesar Milstein - 1/6,Fundación Konex,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=hmKG1cVWKhw,Entrevista a Luis Ovsejevich en Lideres Hoy (Canal 26),Fundación Konex,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=C7Jei3aExyg,Charly García recibió el Premio Konex de Brillante 2025,Fundación Konex,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=UadzexaZ__E,Experiencia Konex - #SintiendoCon Nonpalidece,Ciudad Cultural Konex,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=curDr8ezXM4,Dictadura Militar en Argentina (1976-1983): La noche más negra | Ver la Historia | Encuentro,Canal Encuentro,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=3Pfh-I09XEg,Cómo hice: Como la cigarra (capítulo completo) - Canal Encuentro,Canal Encuentro,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:cancion|asr_not_run
https://www.youtube.com/watch?v=la_KS1ahAsc,DIVIDIDOS - Encuentro en el Estudio - Programa Completo,DIVIDIDOS,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=i1bHpiqTn1s,Especial 2 de abril: Historia de un país. Argentina siglo XX | Canal Encuentro,Canal Encuentro,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=b6FV9swqbWI,Lisandro Aristimuño - Encuentro en el Estudio - Programa Completo,Eze Belo,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:cancion|asr_not_run
https://www.youtube.com/watch?v=iO-efwZDYDk,Encuentro en el estudio VII: Jorge Drexler (capítulo completo) - Canal Encuentro HD,Canal Encuentro,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:cancion|asr_not_run
https://www.youtube.com/watch?v=kU1yqOVGf-Q,EEEE0611   La Nueva Luna   Encuentro en el Estudio   Programa Completo,Fernando Angel Perez,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=9SbyQ3oBB94,Encuentro en el Estudio con Teresa Parodi   Completo,Fernando Angel Perez,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=2yUc52OLPrc,"¿Por qué a Mala Fama le MOLESTA tener plata?: ""Me podía comprar un auto por semana""",Infobae,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=CgtZhBESRnE,Óscar Ruggeri en #Random: “Cuando me ponía la camiseta de la selección me sentía el mejor del mundo”,Infobae,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=2cPG2Ub9Muc,CAE a solas con Sebastián Soldano,Infobae,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=oAjK2JkHi6A,"Maxi López con María Laura Santillán: ""Yo estuve enojado, todo era recontra tóxico""",Infobae,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=vj01j1XLevs,"Maxi López: por qué vuelve a Argentina, las críticas y el McLaren de Transformes de Wanda | #Random",Infobae,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=lzgmo9cP0Xw,C5N - 50 minutos: El  chequeado de la semana,C5N,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=PwKnPlTUV7Y,Laura Zommer de Chequeado | Bienvenidos a LatamChequea,Chequeado,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=tcoA5kVNJbM,"Laura Zommer, periodista de Chequeado.com",Infobae,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=A-UOymY69Bo,Chequeado: Alberto Fernández sobre la AFI y Roberto Lavagna sobre la producción del país,LA NACION,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=dMxW3i9chw8,"Laura Zommer: Macri, Frigerio, inflación y gasto social - Chequeado x LN+",LA NACION,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=5WePBX-21pY,"Entrevista a Matías Di Santi, Proyecto Chequeado - #LabICMX",Innovación Pública y Ciudadana,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=lf9b1P7ieFA,MILEI vs GRABOIS. Debate Completo | Periodismo Puro con Jorge Fontevecchia,Perfil,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_mayor_a_14400s|asr_not_run
https://www.youtube.com/watch?v=Z8R28UBGvuY,Premios Perfil: Entrevista a Jorge Fontevecchia,Perfil,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=KWbJ-MLi9KU,Entrevista completa de Fontevecchia con Horacio Rosatti,Perfil,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=kNzKjG7fmGI,ENTREVISTA RADIO PERFIL - JORGE FONTEVECCHIA,Hernan Reyes,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=JFHbMIAser4,"📢 JAVIER MILEI MANO A MANO CON PABLO ROSSI: ""SOMOS EL GOBIERNO MÁS REFORMISTA DE LA HISTORIA""",A24com,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=niACS2_KPNU,🔴 PEDRO ROSEMBLAT MANO A MANO CON EDUARDO FEINMANN EN A24: DEBATE SOBRE MILEI Y EL KIRCHNERISMO,A24com,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=dbl3bN-FNUI,"📣 KUN AGÜERO MANO A MANO CON EDUARDO FEINMANN: ""Messi es mi amigo desde muy chiquito""",A24com,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=iYtUf8eplf4,Mario Pergolini en #LuisNovaresioEntrevista | Programa Completo (05/12/25),A24com,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=dmX6X14ZGZs,EN IP NOTICIAS - ENTREVISTA COMPLETA,Hernan Reyes,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=aIoJysjV6PE,"Entrevista en ""IP Noticias Edición Central"" - IP NOTICIAS 20-12-2021",Alberto Fernández,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=dhMSGmn9WE8,"Entrevista al Dr. Alberto Alves de Lima, para IP Noticias",ICBA Instituto Cardiovascular de Buenos Aires,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=AWMTXPavBmU,Entrevista completa Anabel Pomar de Exaltación Salud - IP Noticias,Agus SPP,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=AKAXRa6_TYc,Entrevista completa en canal IP Noticias- 21/07/2022,Lucía Klug,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=kjPFygNsSMw,"Entrevista a Ariel Tarico, el hombre de las mil voces - Estamos en Una",Televisión Pública,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=uhsv3EUYB7I,"La China Suárez habla de Icardi, la maternidad y el hate - La Pasión",Televisión Pública,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=f4iCk5T8MV4,Entrevista al Presidente de la Nación Javier Milei - Economistas,Televisión Pública,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:reel|asr_not_run
https://www.youtube.com/watch?v=6JYvS4EaVVo,Leo Messi en Llave a la Eternidad,Televisión Pública,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=fLMpskr-OqA,"Pirulo, Gerardo y Mauro en Estamos en una",Televisión Pública,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:tiktok|asr_not_run
https://www.youtube.com/watch?v=br6zq03KUe8,TV PUBLICA ARGENTINA  - BUENOS AIRES   (ARGENTINA),Radios y Canales de todo el mundo,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:duracion_menor_a_480s|asr_not_run
https://www.youtube.com/watch?v=CgDQlM5L9M4,Límites entre ficción y realidad por Darío Sztajnszrajber,FLACSO Argentina,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|prefilter_reject:rechazo_keyword:compilado|asr_not_run
https://www.youtube.com/watch?v=p3bsH9EiI38,Mesa redonda “Desafíos Contemporáneos de Política Social”,FLACSO Argentina,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=_36VMEyowLc,II Congreso de Políticas Públicas - “El cambio de modelo económico y sus perspectivas”.,FLACSO Argentina,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
https://www.youtube.com/watch?v=u4xt4wchNPM,Entrevista a Carmen Bueno | Maestría Relaciones del Trabajo FLACSO,FLACSO Argentina,reject,0.0,0.0,0.0,0.0,contexto_incierto|missing_audit_samples|asr_not_run
